Účet,Transfery,Popis,Kategorie,Datum,Částka
Twisto,Unicredit,Převod z Unicredit,,30/04/2020,329.00
Twisto,,Knihy o Financích,Rozvoj a vzdělání > Knihy,02/05/2020,-2 096.00
Twisto,,Wolt,Jídlo > Delivery,02/05/2020,-387.00
Twisto,,Junk u Vietnamce,Jídlo > Nákupy,01/05/2020,-167.30
Twisto,,Wolt,Jídlo > Delivery,01/05/2020,-438.00
Unicredit,Twisto,Převod na Twisto,,02/05/2020,-2 096.00
Twisto,Unicredit,Převod z Unicredit,,02/05/2020,2 096.00
Unicredit,Twisto,Převod na Twisto,,02/05/2020,-387.00
Twisto,Unicredit,Převod z Unicredit,,02/05/2020,387.00
Unicredit,Twisto,Převod na Twisto,,02/05/2020,-367.00
Twisto,Unicredit,Převod z Unicredit,,02/05/2020,367.00
Twisto,,Twisto poplatek,Služby > Poplatky a subscriptions,02/05/2020,-99.00
Unicredit,Twisto,Převod na Twisto,,04/05/2020,-167.30
Twisto,Unicredit,Převod z Unicredit,,04/05/2020,167.30
Unicredit,Twisto,Převod na Twisto,,04/05/2020,-438.00
Twisto,Unicredit,Převod z Unicredit,,04/05/2020,438.00
Twisto,,Nákup,Jídlo > Nákupy,04/05/2020,-1 801.65
Unicredit,Twisto,Převod na Twisto,,04/05/2020,-1 801.65
Twisto,Unicredit,Převod z Unicredit,,04/05/2020,1 801.65
Unicredit,,Bella - Březen 2020,Freelance,04/05/2020,5 000.00
Unicredit,,Mamka - Gemnet,Služby > Poplatky a subscriptions,04/05/2020,-289.00
Unicredit,,T-mobile,Služby > Poplatky a subscriptions,04/05/2020,-423.92
Unicredit,,Innogy - Elektřina,Bydlení > Energie,04/05/2020,-550.00
Unicredit,,Innogy - Plyn,Bydlení > Energie,04/05/2020,-140.00
Unicredit,,Nájem,Bydlení > Nájem,04/05/2020,-12 380.00
Twisto,,AWS,Služby > Poplatky a subscriptions,05/05/2020,-196.51
Unicredit,Twisto,Převod na Twisto,,05/05/2020,-196.51
Twisto,Unicredit,Převod z Unicredit,,05/05/2020,196.51
Hotovost,,Pivko u Čápa,Volný čas > Párty,05/05/2020,-190.00
Unicredit,,Macbook + dock + nabíječka,Majetek > Elektronika,05/05/2020,-48 119.00
Twisto,,Gyros,Jídlo > Delivery,06/05/2020,-224.00
Unicredit,Twisto,Převod na Twisto,,06/05/2020,-224.00
Twisto,Unicredit,Převod z Unicredit,,06/05/2020,224.00
Twisto,,Nákup,Jídlo > Nákupy,07/05/2020,-1 585.98
Twisto,,Ponava,Volný čas > Párty,09/05/2020,-100.00
Twisto,,Junk,Jídlo > Nákupy,08/05/2020,-120.60
Twisto,,Junk,Jídlo > Nákupy,08/05/2020,-152.50
Twisto,,Pivko,Volný čas > Párty,08/05/2020,-80.00
Twisto,,Junk,Jídlo > Nákupy,08/05/2020,-50.00
Twisto,,Junk,Jídlo > Nákupy,09/05/2020,-87.80
Unicredit,Twisto,Převod na Twisto,,09/05/2020,-100.00
Twisto,Unicredit,Převod z Unicredit,,09/05/2020,100.00
Twisto,,Pivko,Volný čas > Párty,09/05/2020,-90.00
Twisto,,Pivko,Volný čas > Párty,09/05/2020,-90.00
Unicredit,Twisto,Převod na Twisto,,10/05/2020,-1 585.98
Twisto,Unicredit,Převod z Unicredit,,10/05/2020,1 585.98
Unicredit,Twisto,Převod na Twisto,,10/05/2020,-120.60
Twisto,Unicredit,Převod z Unicredit,,10/05/2020,120.60
Unicredit,Twisto,Převod na Twisto,,10/05/2020,-152.50
Twisto,Unicredit,Převod z Unicredit,,10/05/2020,152.50
Unicredit,Twisto,Převod na Twisto,,10/05/2020,-80.00
Twisto,Unicredit,Převod z Unicredit,,10/05/2020,80.00
Unicredit,Twisto,Převod na Twisto,,10/05/2020,-50.00
Twisto,Unicredit,Převod z Unicredit,,10/05/2020,50.00
Unicredit,Twisto,Převod na Twisto,,12/05/2020,-87.80
Twisto,Unicredit,Převod z Unicredit,,12/05/2020,87.80
Unicredit,Twisto,Převod na Twisto,,12/05/2020,-90.00
Twisto,Unicredit,Převod z Unicredit,,12/05/2020,90.00
Unicredit,Twisto,Převod na Twisto,,12/05/2020,-90.00
Twisto,Unicredit,Převod z Unicredit,,12/05/2020,90.00
Unicredit,,ROI Hunter - Duben 2020,Práce,14/05/2020,48 440.00
Twisto,,Pho se Saškou,Jídlo > Restaurace,13/05/2020,-300.00
Twisto,,Junk,Jídlo > Nákupy,13/05/2020,-61.70
Unicredit,Twisto,Převod na Twisto,,15/05/2020,-300.00
Twisto,Unicredit,Převod z Unicredit,,15/05/2020,300.00
Unicredit,Twisto,Převod na Twisto,,15/05/2020,-61.70
Twisto,Unicredit,Převod z Unicredit,,15/05/2020,61.70
Hotovost,,Barberbilly,Služby > Holič,15/05/2020,-400.00
Hotovost,,Gyros,Jídlo > Restaurace,17/05/2020,-100.00
Hotovost,,Sedlec - útrata,Volný čas > Párty,17/05/2020,-450.00
Twisto,,Notion,Služby > Poplatky a subscriptions,16/05/2020,-127.99
Twisto,,Damejidlo,Jídlo > Delivery,16/05/2020,-230.00
Twisto,,Alfred App,AppStores,16/05/2020,-470.37
Twisto,,Junk,Volný čas > Párty,15/05/2020,-227.00
Twisto,,Junk,Volný čas > Párty,17/05/2020,-45.80
Unicredit,Twisto,Převod na Twisto,,18/05/2020,-127.99
Twisto,Unicredit,Převod z Unicredit,,18/05/2020,127.99
Unicredit,Twisto,Převod na Twisto,,18/05/2020,-230.00
Twisto,Unicredit,Převod z Unicredit,,18/05/2020,230.00
Unicredit,Twisto,Převod na Twisto,,18/05/2020,-470.37
Twisto,Unicredit,Převod z Unicredit,,18/05/2020,470.37
Twisto,,Junk,Jídlo > Nákupy,18/05/2020,-106.70
Twisto,,Nákup,Jídlo > Nákupy,18/05/2020,-1 040.81
Twisto,,Ponava,Volný čas > Párty,18/05/2020,-119.00
Unicredit,Twisto,Převod na Twisto,,19/05/2020,-227.00
Twisto,Unicredit,Převod z Unicredit,,19/05/2020,227.00
Unicredit,Twisto,Převod na Twisto,,19/05/2020,-45.80
Twisto,Unicredit,Převod z Unicredit,,19/05/2020,45.80
Unicredit,Twisto,Převod na Twisto,,19/05/2020,-1 040.81
Twisto,Unicredit,Převod z Unicredit,,19/05/2020,1 040.81
Unicredit,,NILA - duben 2020,Freelance,20/05/2020,8 000.00
Unicredit,Twisto,Převod na Twisto,,20/05/2020,-106.70
Twisto,Unicredit,Převod z Unicredit,,20/05/2020,106.70
Unicredit,Twisto,Převod na Twisto,,20/05/2020,-119.00
Twisto,Unicredit,Převod z Unicredit,,20/05/2020,119.00
Twisto,,Damejidlo,Jídlo > Delivery,19/05/2020,-192.00
Unicredit,Twisto,Převod na Twisto,,20/05/2020,-192.00
Twisto,Unicredit,Převod z Unicredit,,20/05/2020,192.00
Hotovost,,Pivo s Míšou + Kebab,Volný čas > Párty,20/05/2020,-315.00
Hotovost,,Pivo Duck Bar,Volný čas > Párty,22/05/2020,-100.00
Twisto,,Albert - nákup,Jídlo > Nákupy,21/05/2020,-985.50
Twisto,,Lidl - nákup,Jídlo > Nákupy,23/05/2020,-380.10
Unicredit,Twisto,Převod na Twisto,,24/05/2020,-985.50
Twisto,Unicredit,Převod z Unicredit,,24/05/2020,985.50
Unicredit,,Zazračná osmička - 8ks,"Jídlo > Doplňky, nootropika a léky",24/05/2020,-600.00
Twisto,,Rohlik,Jídlo > Nákupy,25/05/2020,-1 400.05
Unicredit,Twisto,Převod na Twisto,,26/05/2020,-380.10
Twisto,Unicredit,Převod z Unicredit,,26/05/2020,380.10
Unicredit,Twisto,Převod na Twisto,,26/05/2020,-1 400.05
Twisto,Unicredit,Převod z Unicredit,,26/05/2020,1 400.05
Hotovost,,Pijatika s Pavlem a Erikem,Volný čas > Párty,26/05/2020,-255.00
Twisto,,Pijatika s Pavlem a Erikem,Volný čas > Párty,26/05/2020,-220.00
Twisto,,Pijatika s Pavlem a Erikem,Volný čas > Párty,26/05/2020,-102.00
Twisto,,iCloud,Služby > Poplatky a subscriptions,26/05/2020,-79.00
Twisto,,Doubravnicka s Fatym,Volný čas > Párty,27/05/2020,-300.00
Twisto,,Junk,Jídlo > Nákupy,27/05/2020,-31.80
Twisto,,Junk,Jídlo > Nákupy,28/05/2020,-122.00
Unicredit,Twisto,Převod na Twisto,,29/05/2020,-220.00
Twisto,Unicredit,Převod z Unicredit,,29/05/2020,220.00
Unicredit,Twisto,Převod na Twisto,,29/05/2020,-102.00
Twisto,Unicredit,Převod z Unicredit,,29/05/2020,102.00
Unicredit,Twisto,Převod na Twisto,,29/05/2020,-79.00
Twisto,Unicredit,Převod z Unicredit,,29/05/2020,79.00
Unicredit,Twisto,Převod na Twisto,,29/05/2020,-300.00
Twisto,Unicredit,Převod z Unicredit,,29/05/2020,300.00
Unicredit,Twisto,Převod na Twisto,,29/05/2020,-31.80
Twisto,Unicredit,Převod z Unicredit,,29/05/2020,31.80
Hotovost,,Koncert Špilas,Volný čas > Párty,28/05/2020,-560.00
Hotovost,,S Matúšem na pivu,Volný čas > Párty,29/05/2020,-150.00
Twisto,,Večeře s Luckou a Vaškem,Jídlo > Restaurace,29/05/2020,-750.00
Unicredit,Twisto,Převod na Twisto,,30/05/2020,-122.00
Twisto,Unicredit,Převod z Unicredit,,30/05/2020,122.00
Hotovost,,Lužánky,Volný čas > Párty,30/05/2020,-20.00
Twisto,,Lužánky,Volný čas > Párty,30/05/2020,-200.00
Twisto,,Junk Food,Jídlo > Nákupy,31/05/2020,-233.70
Unicredit,,Twisto poplatek,Služby > Poplatky a subscriptions,01/06/2020,-99.00
Twisto,,Rohlík,Jídlo > Nákupy,01/06/2020,-1 079.86
Unicredit,Twisto,Převod na Twisto,,02/06/2020,-750.00
Twisto,Unicredit,Převod z Unicredit,,02/06/2020,750.00
Unicredit,Twisto,Převod na Twisto,,02/06/2020,-200.00
Twisto,Unicredit,Převod z Unicredit,,02/06/2020,200.00
Unicredit,Twisto,Převod na Twisto,,02/06/2020,-233.70
Twisto,Unicredit,Převod z Unicredit,,02/06/2020,233.70
Unicredit,Twisto,Převod na Twisto,,02/06/2020,-1 079.86
Twisto,Unicredit,Převod z Unicredit,,02/06/2020,1 079.86
Twisto,,AWS,Služby > Poplatky a subscriptions,03/06/2020,-106.91
Unicredit,,Mamka - Gemnet,Služby > Poplatky a subscriptions,03/06/2020,-289.00
Unicredit,,T-mobile,Služby > Poplatky a subscriptions,03/06/2020,-423.92
Unicredit,,Innogy - Elektřina,Bydlení > Energie,03/06/2020,-550.00
Unicredit,,Innogy - Plyn,Bydlení > Energie,03/06/2020,-140.00
Unicredit,,Nájem,Bydlení > Nájem,03/06/2020,-12 380.00
Hotovost,,Lokál + Riči,Volný čas > Párty,03/06/2020,-500.00
Unicredit,,Zázračná osmička,"Jídlo > Doplňky, nootropika a léky",04/06/2020,-480.00
Hotovost,,Oběd + junk,Jídlo > Restaurace,04/06/2020,-190.00
Unicredit,Twisto,Převod na Twisto,,05/06/2020,-106.91
Twisto,Unicredit,Převod z Unicredit,,05/06/2020,106.91
Twisto,,IKEA - Saši,Další výdaje,04/06/2020,-962.00
Twisto,,"IKEA - Polštáře, kytka + utěrky",Majetek > Nábytek a vybavení,04/06/2020,-1 482.00
Twisto,,IKEA - párek,Jídlo > Restaurace,04/06/2020,-56.00
Twisto,,Junk,Jídlo > Nákupy,04/06/2020,-21.90
Unicredit,,Vratka od Saši za IKEA,Další příjmy,05/06/2020,960.00
Unicredit,Twisto,Převod na Twisto,,07/06/2020,-21.90
Twisto,Unicredit,Převod z Unicredit,,07/06/2020,21.90
Unicredit,Twisto,Převod na Twisto,,07/06/2020,-962.00
Twisto,Unicredit,Převod z Unicredit,,07/06/2020,962.00
Unicredit,Twisto,Převod na Twisto,,07/06/2020,-1 482.00
Twisto,Unicredit,Převod z Unicredit,,07/06/2020,1 482.00
Unicredit,Twisto,Převod na Twisto,,07/06/2020,-56.00
Twisto,Unicredit,Převod z Unicredit,,07/06/2020,56.00
Twisto,,Albert,Jídlo > Nákupy,07/06/2020,-181.50
Hotovost,,"Doubravnická, Lokál, Ochutnávková",Volný čas > Párty,08/06/2020,-798.00
Unicredit,Twisto,Převod na Twisto,,09/06/2020,-181.50
Twisto,Unicredit,Převod z Unicredit,,09/06/2020,181.50
Twisto,,Junk,Jídlo > Nákupy,08/06/2020,-50.05
Twisto,,Lokál,Volný čas > Párty,08/06/2020,-60.00
Hotovost,,Oběd,Jídlo > Restaurace,09/06/2020,-100.00
Hotovost,,Brew Dog,Volný čas > Párty,09/06/2020,-50.00
Twisto,,Junk,Jídlo > Nákupy,09/06/2020,-60.60
Unicredit,Twisto,Převod na Twisto,,10/06/2020,-50.05
Twisto,Unicredit,Převod z Unicredit,,10/06/2020,50.05
Hotovost,,Oběd + Junk,Jídlo > Restaurace,10/06/2020,-195.00
Twisto,,Lokál,Volný čas > Párty,10/06/2020,-350.00
Hotovost,,Víkend s Adamem,Volný čas > Párty,14/06/2020,-240.00
Twisto,,Nákup,Jídlo > Nákupy,06/06/2020,-1 577.40
Twisto,,Ponava,Volný čas > Párty,13/06/2020,-246.00
Twisto,,Ponava,Volný čas > Párty,13/06/2020,-230.00
Twisto,,Amici,Jídlo > Delivery,13/06/2020,-633.00
Twisto,,Junk,Jídlo > Nákupy,13/06/2020,-90.00
Twisto,,Rohlík,Jídlo > Nákupy,12/06/2020,-1 153.24
Twisto,,Damejidlo,Jídlo > Delivery,13/06/2020,-389.00
Twisto,,Junk,Jídlo > Nákupy,13/06/2020,-128.70
Twisto,,Oběd s Adamem,Jídlo > Restaurace,13/06/2020,-550.00
Twisto,,Loštince - Tvarůžky,Jídlo > Nákupy,13/06/2020,-452.00
Twisto,,Junk,Jídlo > Nákupy,13/06/2020,-244.00
Unicredit,Twisto,Převod na Twisto,,15/06/2020,-1 577.40
Twisto,Unicredit,Převod z Unicredit,,15/06/2020,1 577.40
Unicredit,Twisto,Převod na Twisto,,15/06/2020,-60.60
Twisto,Unicredit,Převod z Unicredit,,15/06/2020,60.60
Unicredit,Twisto,Převod na Twisto,,15/06/2020,-350.00
Twisto,Unicredit,Převod z Unicredit,,15/06/2020,350.00
Unicredit,Twisto,Převod na Twisto,,15/06/2020,-246.00
Twisto,Unicredit,Převod z Unicredit,,15/06/2020,246.00
Unicredit,Twisto,Převod na Twisto,,15/06/2020,-230.00
Twisto,Unicredit,Převod z Unicredit,,15/06/2020,230.00
Unicredit,Twisto,Převod na Twisto,,15/06/2020,-633.00
Twisto,Unicredit,Převod z Unicredit,,15/06/2020,633.00
Unicredit,Twisto,Převod na Twisto,,15/06/2020,-90.00
Twisto,Unicredit,Převod z Unicredit,,15/06/2020,90.00
Unicredit,Twisto,Převod na Twisto,,15/06/2020,-1 153.24
Twisto,Unicredit,Převod z Unicredit,,15/06/2020,1 153.24
Unicredit,Twisto,Převod na Twisto,,15/06/2020,-389.00
Twisto,Unicredit,Převod z Unicredit,,15/06/2020,389.00
Hotovost,,Pivo,Volný čas > Párty,15/06/2020,-30.00
Twisto,,Morgal s Ninkou,Volný čas > Schůzky,15/06/2020,-530.00
Twisto,,Ponava,Volný čas > Párty,15/06/2020,-84.00
Twisto,,Ponava,Volný čas > Párty,15/06/2020,-100.00
Unicredit,Twisto,Převod na Twisto,,16/06/2020,-128.70
Twisto,Unicredit,Převod z Unicredit,,16/06/2020,128.70
Unicredit,Twisto,Převod na Twisto,,16/06/2020,-550.00
Twisto,Unicredit,Převod z Unicredit,,16/06/2020,550.00
Unicredit,Twisto,Převod na Twisto,,16/06/2020,-452.00
Twisto,Unicredit,Převod z Unicredit,,16/06/2020,452.00
Unicredit,Twisto,Převod na Twisto,,16/06/2020,-244.00
Twisto,Unicredit,Převod z Unicredit,,16/06/2020,244.00
Unicredit,Twisto,Převod na Twisto,,17/06/2020,-530.00
Twisto,Unicredit,Převod z Unicredit,,17/06/2020,530.00
Unicredit,Twisto,Převod na Twisto,,17/06/2020,-84.00
Twisto,Unicredit,Převod z Unicredit,,17/06/2020,84.00
Unicredit,Twisto,Převod na Twisto,,17/06/2020,-100.00
Twisto,Unicredit,Převod z Unicredit,,17/06/2020,100.00
Unicredit,,NILA - květen 2020,Freelance,17/06/2020,8 000.00
Unicredit,,ROI Hunter - květen 2020,Práce,17/06/2020,43 960.00
Unicredit,,Spotify - 01-05/2020,Služby > Poplatky a subscriptions,17/06/2020,-200.00
Hotovost,Unicredit,Výběr z bankomatu,,17/06/2020,2 000.00
Unicredit,Hotovost,Výběr z bankomatu,,17/06/2020,-2 000.00
Hotovost,,Queens - drinky,Volný čas > Párty,17/06/2020,-450.00
Twisto,,Kniha - Rozcházení,Rozvoj a vzdělání > Knihy,17/06/2020,-219.00
Twisto,,U Starýho Billa,Jídlo > Restaurace,17/06/2020,-460.00
Twisto,,Rohlík,Jídlo > Nákupy,18/06/2020,-1 282.33
Unicredit,Twisto,Převod na Twisto,,19/06/2020,-219.00
Twisto,Unicredit,Převod z Unicredit,,19/06/2020,219.00
Unicredit,Twisto,Převod na Twisto,,19/06/2020,-1 282.33
Twisto,Unicredit,Převod z Unicredit,,19/06/2020,1 282.33
Unicredit,Twisto,Převod na Twisto,,22/06/2020,-460.00
Twisto,Unicredit,Převod z Unicredit,,22/06/2020,460.00
Twisto,,Stopkova,Volný čas > Párty,20/06/2020,-748.00
Hotovost,,Zapíjení smutku,Volný čas > Párty,21/06/2020,-720.00
Unicredit,Twisto,Převod na Twisto,,23/06/2020,-748.00
Twisto,Unicredit,Převod z Unicredit,,23/06/2020,748.00
Twisto,,Rohlík,Jídlo > Nákupy,22/06/2020,-1 054.59
Unicredit,Twisto,Převod na Twisto,,23/06/2020,-1 054.59
Twisto,Unicredit,Převod z Unicredit,,23/06/2020,1 054.59
Twisto,,Nesrovnalost,Další příjmy,23/06/2020,60.00
Hotovost,,"Stoják, Laundry",Volný čas > Párty,23/06/2020,-517.00
Twisto,,Oběd,Jídlo > Restaurace,24/06/2020,-150.00
Unicredit,,MacBook - prodej,Další příjmy,25/06/2020,8 000.00
Hotovost,,Pivo,Volný čas > Párty,25/06/2020,-235.00
Unicredit,Twisto,Převod na Twisto,,26/06/2020,-150.00
Twisto,Unicredit,Převod z Unicredit,,26/06/2020,150.00
Twisto,,Lokál,Volný čas > Párty,25/06/2020,-60.00
Twisto,,Lokál,Volný čas > Párty,25/06/2020,-60.00
Twisto,,Lokál,Volný čas > Párty,25/06/2020,-208.00
Twisto,,Lokál,Volný čas > Párty,25/06/2020,-52.00
Twisto,,Lokál,Volný čas > Párty,25/06/2020,-60.00
Twisto,,Žabka,Jídlo > Nákupy,26/06/2020,-73.70
Hotovost,,Tenis Pub,Volný čas > Párty,26/06/2020,-217.00
Unicredit,Twisto,Převod na Twisto,,28/06/2020,-73.70
Twisto,Unicredit,Převod z Unicredit,,28/06/2020,73.70
Unicredit,,Večeře Immigrant,Jídlo > Restaurace,28/06/2020,-250.00
Hotovost,,Kravák,Volný čas > Fitness a sport,28/06/2020,-100.00
Hotovost,,Kravák - pivo,Volný čas > Párty,28/06/2020,-50.00
Unicredit,,Daně za 2019,Práce > Daně a FÚ,29/06/2020,-19 020.00
Unicredit,,Damejidlo,Jídlo > Delivery,28/06/2020,-334.00
Unicredit,,Damejidlo,Jídlo > Delivery,27/06/2020,-382.00
Unicredit,,Voda - lodě,Volný čas > Fitness a sport,29/06/2020,-430.00
Unicredit,,icloud,Služby > Poplatky a subscriptions,29/06/2020,-79.00
Unicredit,Twisto,Převod na Twisto,,30/06/2020,-60.00
Twisto,Unicredit,Převod z Unicredit,,30/06/2020,60.00
Unicredit,Twisto,Převod na Twisto,,30/06/2020,-60.00
Twisto,Unicredit,Převod z Unicredit,,30/06/2020,60.00
Unicredit,Twisto,Převod na Twisto,,30/06/2020,-208.00
Twisto,Unicredit,Převod z Unicredit,,30/06/2020,208.00
Unicredit,Twisto,Převod na Twisto,,30/06/2020,-52.00
Twisto,Unicredit,Převod z Unicredit,,30/06/2020,52.00
Unicredit,Twisto,Převod na Twisto,,30/06/2020,-60.00
Twisto,Unicredit,Převod z Unicredit,,30/06/2020,60.00
Twisto,,Rohlík,Jídlo > Nákupy,29/06/2020,-879.81
Unicredit,Twisto,Převod na Twisto,,30/06/2020,-879.81
Twisto,Unicredit,Převod z Unicredit,,30/06/2020,879.81
Hotovost,Unicredit,Výběr z bankomatu,,03/07/2020,2 000.00
Unicredit,Hotovost,Výběr z bankomatu,,03/07/2020,-2 000.00
Unicredit,,Damejidlo,Jídlo > Delivery,06/07/2020,-321.00
Unicredit,,Mamka - Gemnet,Služby > Poplatky a subscriptions,07/07/2020,-289.00
Unicredit,,T-mobile,Služby > Poplatky a subscriptions,07/07/2020,-468.76
Unicredit,,Innogy - Elektřina,Bydlení > Energie,07/07/2020,-550.00
Unicredit,,Innogy - Plyn,Bydlení > Energie,07/07/2020,-140.00
Unicredit,,Nájem,Bydlení > Nájem,07/07/2020,-12 380.00
Hotovost,,Voda - útrata,Volný čas > Párty,07/07/2020,-2 076.00
Twisto,,Pivko,Volný čas > Párty,03/07/2020,-48.00
Twisto,,Pivko,Volný čas > Párty,03/07/2020,-300.00
Twisto,,Pivko,Volný čas > Párty,03/07/2020,-180.00
Twisto,,Pivko,Volný čas > Párty,03/07/2020,-60.00
Twisto,,Pivko,Volný čas > Párty,03/07/2020,-100.00
Twisto,,Pivko,Volný čas > Párty,03/07/2020,-55.00
Twisto,,Junk,Jídlo > Nákupy,03/07/2020,-285.00
Twisto,,Pivko,Volný čas > Párty,03/07/2020,-75.00
Twisto,,Pivko,Volný čas > Párty,03/07/2020,-100.00
Twisto,,Pivko,Volný čas > Párty,03/07/2020,-100.00
Twisto,,Pivko,Volný čas > Párty,03/07/2020,-50.00
Twisto,,Tesco - věci na vodu,Jídlo > Nákupy,03/07/2020,-715.60
Twisto,,Junk,Jídlo > Nákupy,03/07/2020,-65.00
Twisto,,AWS,Služby > Poplatky a subscriptions,04/07/2020,-106.24
Twisto,,Junk,Jídlo > Nákupy,03/07/2020,-35.00
Unicredit,,Twisto paušál,Služby > Poplatky a subscriptions,07/07/2020,-99.00
Unicredit,Twisto,Převod na Twisto,,07/07/2020,-48.00
Twisto,Unicredit,Převod z Unicredit,,07/07/2020,48.00
Unicredit,Twisto,Převod na Twisto,,07/07/2020,-300.00
Twisto,Unicredit,Převod z Unicredit,,07/07/2020,300.00
Unicredit,Twisto,Převod na Twisto,,07/07/2020,-180.00
Twisto,Unicredit,Převod z Unicredit,,07/07/2020,180.00
Unicredit,Twisto,Převod na Twisto,,07/07/2020,-60.00
Twisto,Unicredit,Převod z Unicredit,,07/07/2020,60.00
Unicredit,Twisto,Převod na Twisto,,07/07/2020,-100.00
Twisto,Unicredit,Převod z Unicredit,,07/07/2020,100.00
Unicredit,Twisto,Převod na Twisto,,07/07/2020,-55.00
Twisto,Unicredit,Převod z Unicredit,,07/07/2020,55.00
Unicredit,,Za pádlo,Volný čas > Fitness a sport,07/07/2020,-650.00
Twisto,,Rohlík,Jídlo > Nákupy,07/07/2020,-653.37
Twisto,,Oběd,Jídlo > Restaurace,07/07/2020,-139.00
Unicredit,Twisto,Převod na Twisto,,08/07/2020,-285.00
Twisto,Unicredit,Převod z Unicredit,,08/07/2020,285.00
Unicredit,Twisto,Převod na Twisto,,08/07/2020,-75.00
Twisto,Unicredit,Převod z Unicredit,,08/07/2020,75.00
Unicredit,Twisto,Převod na Twisto,,08/07/2020,-100.00
Twisto,Unicredit,Převod z Unicredit,,08/07/2020,100.00
Unicredit,Twisto,Převod na Twisto,,08/07/2020,-100.00
Twisto,Unicredit,Převod z Unicredit,,08/07/2020,100.00
Unicredit,Twisto,Převod na Twisto,,08/07/2020,-50.00
Twisto,Unicredit,Převod z Unicredit,,08/07/2020,50.00
Unicredit,Twisto,Převod na Twisto,,08/07/2020,-715.60
Twisto,Unicredit,Převod z Unicredit,,08/07/2020,715.60
Unicredit,,Lence za chatu,Volný čas > Dovolená,07/07/2020,-500.00
Unicredit,,Zazračná Limonáda,"Jídlo > Doplňky, nootropika a léky",08/07/2020,-480.00
Unicredit,,Za víno,Volný čas > Dovolená,08/07/2020,-260.00
Unicredit,Twisto,Převod na Twisto,,09/07/2020,-65.00
Twisto,Unicredit,Převod z Unicredit,,09/07/2020,65.00
Unicredit,Twisto,Převod na Twisto,,09/07/2020,-106.24
Twisto,Unicredit,Převod z Unicredit,,09/07/2020,106.24
Unicredit,Twisto,Převod na Twisto,,09/07/2020,-35.00
Twisto,Unicredit,Převod z Unicredit,,09/07/2020,35.00
Unicredit,Twisto,Převod na Twisto,,09/07/2020,-653.37
Twisto,Unicredit,Převod z Unicredit,,09/07/2020,653.37
Unicredit,Twisto,Převod na Twisto,,09/07/2020,-139.00
Twisto,Unicredit,Převod z Unicredit,,09/07/2020,139.00
Unicredit,,Dolimu za cestu,Volný čas > Dovolená,08/07/2020,-550.00
Hotovost,Unicredit,Výběr z bankomatu,,09/07/2020,2 000.00
Unicredit,Hotovost,Výběr z bankomatu,,09/07/2020,-2 000.00
Hotovost,,Chlast za víkend,Volný čas > Párty,12/07/2020,-1 742.00
Twisto,,Junk,Jídlo > Nákupy,12/07/2020,-75.80
Twisto,,Rohlík,Jídlo > Nákupy,12/07/2020,-1 607.00
Twisto,,Lokál,Volný čas > Párty,09/07/2020,-60.00
Twisto,,Lokál,Volný čas > Párty,09/07/2020,-150.00
Twisto,,Poslední Leč,Volný čas > Párty,09/07/2020,-65.00
